drug_id,drug_name,therapeutic_area,molecule_type,launch_year,region,month_year,units_sold,drug_price,competitor_1_price,competitor_2_price,competitor_3_price,insurance_coverage,hospital_tier,doctor_visits,marketing_spend,rep_visits,regulatory_flags,adverse_events,patient_income_level,total_revenue,market_share
D0129,Dermasol,Cardiology,Small Molecule,2021,LATAM,05-2022,205,218.34,83.84,485.35,382.82,86,Tier 3,51,87782.03,23,0,4,High,44759.7,36.09
D0058,OncoCure,Cardiology,Biosimilar,2008,LATAM,05-2022,204,440.88,30.74,261.23,55.03,56,Tier 3,51,156833.22,39,0,3,Low,89939.52,33.77
D0122,OncoCure,Pulmonology,Small Molecule,2006,Europe,05-2022,201,80.51,43.91,104.3,435.28,68,Tier 3,55,86737.88,33,0,5,Low,16182.51,26.59
D0001,Pulmofix,Neurology,Small Molecule,2020,Europe,05-2022,203,440.1,146.56,336.14,226.5,47,Tier 2,40,139880.36,34,0,7,Low,89340.3,38.45
D0034,OncoCure,Neurology,Biologic,2014,LATAM,05-2022,169,265.86,51.2,488.21,299.02,65,Tier 1,51,29267.55,41,0,6,Mid,44930.340000000004,45.43
D0096,Immunexa,Rheumatology,Biosimilar,2001,Europe,05-2022,185,214.09,197.06,438.63,383.59,67,Tier 1,38,35260.93,36,0,8,Low,39606.65,36.63
D0126,Neuroxin,Dermatology,Biosimilar,2022,APAC,05-2022,206,97.74,419.73,433.67,147.7,73,Tier 3,45,36544.94,34,0,6,Mid,20134.44,32.24
D0118,Cardiolax,Diabetes,Biosimilar,2019,Europe,05-2022,210,356.39,176.63,468.23,447.35,65,Tier 1,56,18649.84,28,0,6,High,74841.9,28.89
D0048,Diabetrol,Dermatology,Biologic,2011,Europe,05-2022,216,464.87,369.36,449.1,490.03,52,Tier 3,40,112852.48,33,0,4,Low,100411.92,35.06
D0089,Immunexa,Pulmonology,Biologic,2000,LATAM,05-2022,206,200.18,65.08,392.62,257.25,83,Tier 1,71,160853.87,34,1,3,Mid,41237.08,21.91
D0117,Cardiolax,Dermatology,Biologic,2022,LATAM,05-2022,205,135.96,336.5,364.77,469.73,76,Tier 3,59,125978.13,24,0,5,Mid,27871.800000000003,25.98
D0129,Dermasol,Pulmonology,Biologic,2021,North America,05-2022,198,286.34,172.04,147.09,20.54,52,Tier 3,56,119241.43,37,0,8,Mid,56695.31999999999,26.26
D0016,Dermasol,Neurology,Biologic,2007,North America,05-2022,217,402.17,379.88,318.24,449.23,77,Tier 2,45,139318.55,26,0,6,Low,87270.89,28.86
D0189,Dermasol,Diabetes,Biosimilar,2004,LATAM,05-2022,224,21.81,85.4,270.31,169.3,64,Tier 3,47,74532.61,24,1,5,Mid,4885.44,31.24
D0192,Immunexa,Dermatology,Small Molecule,2014,Europe,05-2022,202,323.06,450.98,433.73,169.52,86,Tier 2,52,78771.27,31,0,6,Low,65258.12,19.52
D0191,Immunexa,Cardiology,Biosimilar,2000,Europe,05-2022,203,306.33,136.44,256.02,129.48,62,Tier 1,57,69711.32,32,0,9,Low,62184.99,58.84
D0069,Diabetrol,Oncology,Small Molecule,2000,North America,05-2022,207,172.71,189.51,81.32,172.17,61,Tier 1,59,145300.7,35,1,9,High,35750.97,40.12
D0022,Neuroxin,Rheumatology,Biologic,2009,North America,05-2022,191,236.68,476.09,22.39,122.47,60,Tier 2,40,40711.66,25,0,6,High,45205.880000000005,16.77
D0093,ArthroAid,Immunology,Small Molecule,2021,North America,05-2022,187,138.54,297.67,345.38,454.82,93,Tier 1,56,12474.8,32,0,4,Low,25906.98,62.96
D0195,OncoCure,Cardiology,Biosimilar,2009,APAC,05-2022,186,399.15,195.57,283.96,451.53,69,Tier 2,39,123277.32,24,0,5,High,74241.9,37.13
D0076,Dermasol,Neurology,Biosimilar,2020,APAC,05-2022,192,324.58,475.81,178.86,69.06,50,Tier 1,55,189052.46,27,0,4,Mid,62319.36,42.2
D0154,Pulmofix,Immunology,Small Molecule,2014,North America,05-2022,212,275.7,177.96,101.11,88.57,43,Tier 2,51,125787.5,31,0,3,Low,58448.399999999994,39.55
D0144,Neuroxin,Oncology,Biologic,2016,Europe,05-2022,213,208.41,65.54,244.02,433.77,72,Tier 2,47,158755.11,31,0,10,High,44391.33,20.31
D0179,Pulmofix,Oncology,Biologic,2021,North America,05-2022,220,159.86,498.49,68.14,211.49,86,Tier 3,46,137830.23,23,0,3,Mid,35169.200000000004,38.94
D0086,Diabetrol,Diabetes,Biosimilar,2005,APAC,05-2022,193,414.91,148.57,181.33,101.25,51,Tier 1,52,104512.96,32,0,7,Low,80077.63,20.32
D0185,Diabetrol,Immunology,Small Molecule,2002,Europe,05-2022,179,236.68,428.6,202.02,265.12,48,Tier 3,46,146494.56,33,1,9,Mid,42365.72,18.25
D0029,Diabetrol,Diabetes,Biologic,2012,APAC,05-2022,195,260.69,99.46,243.5,220.0,71,Tier 2,58,166579.78,32,0,2,Low,50834.55,18.28
D0069,Cardiolax,Cardiology,Biologic,2015,Europe,05-2022,200,270.0,371.05,243.98,125.2,50,Tier 3,63,52699.01,33,0,7,High,54000.0,18.21
D0047,Pulmofix,Pulmonology,Biosimilar,2007,APAC,05-2022,210,235.22,271.74,143.36,365.96,76,Tier 2,41,73864.79,33,0,3,Mid,49396.2,64.62
D0094,Neuroxin,Pulmonology,Biologic,2014,Europe,06-2022,200,142.92,490.84,428.1,323.02,63,Tier 1,52,52507.89,35,0,8,High,28583.999999999996,40.57
D0190,ArthroAid,Pulmonology,Small Molecule,2016,Europe,06-2022,205,77.76,285.36,190.66,67.84,46,Tier 1,52,95912.86,33,0,8,Mid,15940.800000000001,65.5
D0197,Neuroxin,Immunology,Biosimilar,2016,Europe,06-2022,195,67.3,32.01,130.2,464.19,47,Tier 1,50,178162.26,23,0,4,Mid,13123.5,24.13
D0144,Immunexa,Pulmonology,Biosimilar,2021,Europe,06-2022,219,383.58,309.86,104.39,288.07,72,Tier 2,49,75589.35,26,1,6,Mid,84004.01999999999,35.84
D0176,Immunexa,Cardiology,Small Molecule,2012,LATAM,06-2022,209,127.29,89.75,174.84,140.1,64,Tier 3,49,81148.71,25,0,4,Mid,26603.61,53.32
D0085,Dermasol,Diabetes,Biosimilar,2016,APAC,06-2022,206,46.72,403.3,52.43,119.02,40,Tier 1,46,173469.77,26,0,4,High,9624.32,40.08
D0039,ArthroAid,Immunology,Biologic,2005,APAC,06-2022,205,402.81,431.15,35.8,85.26,42,Tier 2,58,107921.12,32,0,5,Mid,82576.05,56.63
D0100,Immunexa,Diabetes,Biologic,2016,LATAM,06-2022,191,93.95,251.4,310.47,223.83,79,Tier 3,45,111735.31,46,0,5,High,17944.45,16.74
D0033,Diabetrol,Immunology,Small Molecule,2015,Europe,06-2022,168,320.07,395.95,317.19,85.06,67,Tier 2,47,173552.23,36,0,7,Mid,53771.76,21.57
D0101,Neuroxin,Diabetes,Biologic,2013,Europe,06-2022,204,182.55,89.65,274.2,219.59,82,Tier 2,45,103200.08,38,0,3,Low,37240.200000000004,22.15
D0023,Pulmofix,Oncology,Small Molecule,2012,APAC,06-2022,209,80.71,256.2,385.9,91.41,72,Tier 1,48,139495.93,20,0,3,Low,16868.39,21.86
D0010,Diabetrol,Diabetes,Small Molecule,2005,LATAM,06-2022,208,218.95,209.09,38.79,335.27,85,Tier 2,46,26272.49,27,0,2,Mid,45541.6,18.46
D0069,Cardiolax,Pulmonology,Biologic,2002,Europe,06-2022,231,27.11,313.43,469.27,396.92,40,Tier 2,52,43940.03,28,0,3,Low,6262.41,34.95
D0100,Immunexa,Oncology,Small Molecule,2013,Europe,06-2022,209,423.7,41.35,65.63,283.77,77,Tier 3,42,86831.48,41,0,3,Mid,88553.3,27.18
D0034,Diabetrol,Diabetes,Biologic,2013,Europe,06-2022,194,266.48,381.02,343.53,346.43,92,Tier 1,57,104019.42,38,0,4,High,51697.12,22.0
D0180,Diabetrol,Immunology,Biosimilar,2014,North America,06-2022,231,86.8,57.98,84.03,470.42,66,Tier 2,52,193489.4,27,0,3,Low,20050.8,35.27
D0138,Cardiolax,Immunology,Biosimilar,2007,LATAM,06-2022,187,133.75,335.11,442.35,326.42,77,Tier 2,46,194423.81,29,0,6,Mid,25011.25,37.7
D0147,OncoCure,Rheumatology,Small Molecule,2014,Europe,06-2022,213,235.03,28.86,265.14,194.8,74,Tier 3,56,171727.45,30,0,6,Mid,50061.39,20.17
D0186,Neuroxin,Immunology,Biologic,2021,North America,06-2022,206,110.66,419.31,59.5,235.75,49,Tier 2,57,69963.78,30,0,7,High,22795.96,47.91
D0096,Pulmofix,Neurology,Biologic,2012,LATAM,06-2022,205,148.93,103.86,316.03,433.05,51,Tier 2,58,193165.38,41,2,8,High,30530.65,20.58
D0001,Dermasol,Cardiology,Biosimilar,2016,Europe,06-2022,211,276.51,267.44,24.37,82.75,49,Tier 2,55,140974.76,38,0,4,Mid,58343.61,27.33
D0069,OncoCure,Immunology,Biosimilar,2020,APAC,06-2022,205,419.65,145.52,392.49,176.35,93,Tier 2,55,84658.62,35,0,4,Mid,86028.25,34.51
D0004,Immunexa,Oncology,Biologic,2002,North America,06-2022,196,212.88,366.87,332.28,297.09,73,Tier 2,51,143318.23,28,1,5,Mid,41724.479999999996,38.51
D0016,Diabetrol,Rheumatology,Small Molecule,2005,North America,06-2022,180,364.15,174.25,122.06,344.67,63,Tier 3,45,13139.32,31,0,6,Mid,65547.0,25.32
D0024,ArthroAid,Immunology,Biosimilar,2004,Europe,06-2022,200,440.81,367.81,199.88,386.48,67,Tier 2,53,37769.39,32,1,7,Mid,88162.0,50.51
D0080,Cardiolax,Neurology,Small Molecule,2021,Europe,06-2022,184,123.82,156.74,23.75,172.74,61,Tier 2,45,167640.29,37,0,10,Mid,22782.879999999997,34.59
D0002,Cardiolax,Pulmonology,Small Molecule,2016,North America,06-2022,173,407.45,381.19,352.97,90.01,84,Tier 2,49,132658.99,25,0,3,High,70488.84999999999,22.32
D0128,ArthroAid,Oncology,Biosimilar,2022,APAC,06-2022,188,383.55,34.69,174.88,478.32,55,Tier 2,52,79196.99,36,1,3,Low,72107.40000000001,18.43
D0160,Neuroxin,Neurology,Small Molecule,2001,APAC,06-2022,198,191.33,155.99,294.36,56.67,52,Tier 1,65,105126.66,31,0,4,Mid,37883.340000000004,24.09
D0084,OncoCure,Pulmonology,Small Molecule,2014,LATAM,06-2022,196,494.97,259.34,479.23,65.99,75,Tier 1,49,181977.01,27,0,2,Mid,97014.12000000001,24.5
D0152,Dermasol,Dermatology,Biologic,2004,Europe,07-2022,201,146.03,41.63,163.74,257.57,75,Tier 1,54,129999.84,30,0,1,High,29352.03,17.98
D0140,Neuroxin,Dermatology,Small Molecule,2019,APAC,07-2022,216,142.31,109.3,495.31,413.25,82,Tier 1,45,85648.36,26,0,4,Low,30738.96,53.2
D0178,ArthroAid,Oncology,Biologic,2005,LATAM,07-2022,207,390.68,468.58,323.71,391.76,62,Tier 3,42,32862.06,27,0,6,High,80870.76,20.47
D0163,Diabetrol,Diabetes,Biosimilar,2005,APAC,07-2022,202,228.64,488.88,136.2,470.1,53,Tier 1,45,65811.89,44,0,4,High,46185.28,19.96
D0124,ArthroAid,Cardiology,Biosimilar,2017,Europe,07-2022,194,178.78,375.08,229.65,87.97,71,Tier 3,40,195884.64,35,0,6,Mid,34683.32,18.22
D0033,Neuroxin,Rheumatology,Biologic,2017,LATAM,07-2022,187,105.76,141.06,375.42,200.35,42,Tier 1,53,93098.98,22,0,5,Mid,19777.120000000003,21.69
D0161,Pulmofix,Cardiology,Biosimilar,2003,LATAM,07-2022,156,387.36,145.05,234.31,155.43,66,Tier 3,44,99649.5,32,0,3,High,60428.16,14.22
D0189,Cardiolax,Neurology,Small Molecule,2016,LATAM,07-2022,217,397.43,329.98,52.88,433.22,58,Tier 1,44,104733.63,28,0,5,Mid,86242.31,20.47
D0179,Cardiolax,Pulmonology,Small Molecule,2013,APAC,07-2022,211,291.95,76.45,100.93,254.41,61,Tier 2,48,177979.76,36,0,10,Mid,61601.45,20.11
D0171,Immunexa,Cardiology,Small Molecule,2013,Europe,07-2022,201,479.51,475.19,399.82,32.89,96,Tier 1,55,124746.37,32,0,2,Mid,96381.51,43.04
D0101,Immunexa,Pulmonology,Biosimilar,2012,LATAM,07-2022,205,172.72,127.91,331.22,359.82,40,Tier 1,42,141798.64,26,0,8,Low,35407.6,36.94
D0012,ArthroAid,Pulmonology,Small Molecule,2006,North America,07-2022,222,125.42,499.83,293.52,206.58,44,Tier 1,53,83988.57,35,0,4,Low,27843.24,28.91
D0067,Dermasol,Neurology,Biosimilar,2011,Europe,07-2022,210,345.18,257.95,100.46,274.95,88,Tier 2,43,15526.65,21,0,6,Mid,72487.8,42.42
D0065,Diabetrol,Neurology,Small Molecule,2022,North America,07-2022,194,384.04,390.29,422.12,449.02,72,Tier 3,49,186884.85,35,0,2,High,74503.76000000001,35.79
D0161,Pulmofix,Neurology,Biologic,2014,North America,07-2022,188,127.95,21.05,481.16,143.23,90,Tier 3,44,190334.26,19,0,4,Low,24054.600000000002,17.55
D0168,OncoCure,Cardiology,Biosimilar,2018,LATAM,07-2022,193,56.77,446.6,39.63,135.33,58,Tier 2,48,190339.08,36,1,7,High,10956.61,30.54
D0074,Neuroxin,Dermatology,Biosimilar,2010,LATAM,07-2022,225,409.05,149.6,57.46,146.33,75,Tier 1,44,189300.55,33,0,6,Mid,92036.25,29.22
D0043,Dermasol,Neurology,Small Molecule,2014,APAC,07-2022,200,488.72,340.61,444.67,182.29,90,Tier 1,47,164895.97,22,0,3,High,97744.0,45.77
D0044,Diabetrol,Rheumatology,Biosimilar,2011,APAC,07-2022,209,329.44,407.05,411.47,71.53,45,Tier 1,58,140073.25,21,0,4,High,68852.96,50.12
D0029,Immunexa,Cardiology,Biosimilar,2002,APAC,07-2022,193,153.38,98.79,316.61,354.67,99,Tier 3,49,170456.88,37,0,4,Low,29602.34,17.2
D0141,ArthroAid,Neurology,Biologic,2016,Europe,07-2022,207,498.4,232.4,473.58,119.55,54,Tier 3,54,124103.79,25,0,7,High,103168.79999999999,28.63
D0012,Neuroxin,Immunology,Biologic,2002,APAC,07-2022,210,448.77,257.04,330.29,464.55,75,Tier 2,51,35530.23,24,0,5,High,94241.7,28.57
D0095,Immunexa,Pulmonology,Small Molecule,2018,North America,07-2022,192,266.42,169.82,123.67,123.53,95,Tier 2,42,84331.45,30,0,7,Low,51152.64,57.31
D0046,ArthroAid,Rheumatology,Biologic,2019,APAC,07-2022,191,416.15,251.24,369.75,142.71,72,Tier 3,42,194546.03,21,0,4,Mid,79484.65,30.22
D0130,Neuroxin,Neurology,Small Molecule,2003,LATAM,07-2022,202,411.59,172.42,329.94,162.57,63,Tier 1,36,76716.18,40,0,3,High,83141.18,17.57
D0035,OncoCure,Oncology,Small Molecule,2002,APAC,07-2022,191,468.7,193.16,493.16,388.9,66,Tier 1,46,174887.3,30,1,3,Mid,89521.7,38.9
D0081,Diabetrol,Pulmonology,Small Molecule,2015,Europe,07-2022,204,423.64,341.28,122.67,225.25,88,Tier 1,48,27710.18,35,0,3,Mid,86422.56,29.96
D0090,Neuroxin,Pulmonology,Biosimilar,2011,Europe,07-2022,196,328.97,323.64,306.98,413.28,50,Tier 1,45,73494.93,26,0,3,Mid,64478.12,49.12
D0008,Pulmofix,Neurology,Biologic,2007,North America,07-2022,186,312.47,131.49,394.48,396.73,88,Tier 2,52,76681.13,29,0,4,Low,58119.420000000006,25.03
D0093,Dermasol,Dermatology,Small Molecule,2016,Europe,07-2022,180,244.33,450.79,182.71,466.16,62,Tier 2,45,19804.48,32,0,6,Mid,43979.4,25.94
D0154,Cardiolax,Diabetes,Biologic,2006,APAC,07-2022,193,320.71,434.14,202.25,383.17,72,Tier 3,48,32627.92,23,0,4,High,61897.03,20.89
D0090,Pulmofix,Dermatology,Small Molecule,2010,LATAM,08-2022,202,401.7,264.36,446.19,44.92,80,Tier 2,57,46701.39,25,2,11,Mid,81143.4,28.73
D0162,Pulmofix,Neurology,Biologic,2017,Europe,08-2022,184,485.14,227.96,214.01,421.9,85,Tier 1,53,169184.96,35,0,3,Mid,89265.76,27.34
D0115,Dermasol,Pulmonology,Biologic,2000,North America,08-2022,171,244.3,200.89,319.87,470.27,86,Tier 3,51,22046.38,33,0,6,Mid,41775.3,27.06
D0105,Cardiolax,Rheumatology,Small Molecule,2002,APAC,08-2022,225,295.35,359.49,446.83,496.97,95,Tier 2,50,66753.17,23,0,1,High,66453.75,29.68
D0135,Pulmofix,Oncology,Biosimilar,2003,North America,08-2022,207,233.51,342.4,120.72,80.13,68,Tier 2,56,11933.25,26,0,10,Mid,48336.57,30.04
D0196,Neuroxin,Rheumatology,Biologic,2012,Europe,08-2022,219,340.87,114.17,491.3,314.37,70,Tier 2,53,142169.27,28,0,4,Mid,74650.53,63.29
D0058,Neuroxin,Rheumatology,Biosimilar,2005,Europe,08-2022,197,322.36,342.3,356.94,115.74,40,Tier 2,54,127857.59,34,0,5,Mid,63504.920000000006,48.88
D0114,Neuroxin,Pulmonology,Biosimilar,2013,North America,08-2022,209,28.56,141.17,258.14,146.0,73,Tier 2,59,132546.63,31,0,3,Low,5969.04,19.0
D0075,Cardiolax,Dermatology,Small Molecule,2004,APAC,08-2022,189,279.76,28.91,226.84,377.88,57,Tier 1,48,81132.73,25,0,6,High,52874.64,22.83
D0157,Pulmofix,Oncology,Small Molecule,2015,Europe,08-2022,185,62.47,355.62,478.1,489.28,57,Tier 1,47,49570.89,36,0,11,Low,11556.949999999999,39.36
D0120,ArthroAid,Cardiology,Small Molecule,2014,LATAM,08-2022,205,32.66,329.5,118.75,305.53,45,Tier 1,63,146860.84,27,1,6,High,6695.299999999999,41.08
D0164,Cardiolax,Immunology,Biologic,2014,Europe,08-2022,195,399.77,217.19,169.61,428.28,91,Tier 2,48,164112.4,30,1,3,Mid,77955.15,44.32
D0021,Neuroxin,Pulmonology,Small Molecule,2003,APAC,08-2022,222,144.15,272.33,167.74,24.26,79,Tier 3,49,36334.28,40,0,2,High,32001.300000000003,20.31
D0164,Dermasol,Neurology,Small Molecule,2007,Europe,08-2022,202,183.51,474.64,158.72,37.58,40,Tier 1,62,102497.59,25,0,5,High,37069.02,17.22
D0138,Pulmofix,Cardiology,Biologic,2015,North America,08-2022,187,50.76,305.7,244.9,306.43,86,Tier 1,43,57255.98,33,1,7,High,9492.119999999999,19.18
D0101,Pulmofix,Immunology,Biologic,2015,Europe,08-2022,199,106.16,335.78,494.81,206.71,81,Tier 2,57,41940.3,28,0,3,High,21125.84,46.71
D0152,Immunexa,Neurology,Small Molecule,2003,Europe,08-2022,212,387.49,50.68,446.62,447.08,69,Tier 3,60,149521.81,31,0,1,Low,82147.88,17.56
D0192,Immunexa,Rheumatology,Small Molecule,2012,APAC,08-2022,177,256.89,99.68,177.42,164.95,43,Tier 1,64,112238.42,22,0,9,High,45469.53,46.34
D0177,OncoCure,Diabetes,Small Molecule,2012,North America,08-2022,170,442.72,164.46,222.98,227.38,71,Tier 1,53,51075.21,31,0,6,Low,75262.40000000001,24.82
D0099,ArthroAid,Neurology,Small Molecule,2001,APAC,08-2022,201,210.68,278.9,341.35,273.4,49,Tier 3,56,68900.0,32,0,6,Low,42346.68,30.83
D0036,ArthroAid,Oncology,Biosimilar,2002,Europe,08-2022,204,148.98,392.76,28.23,151.06,82,Tier 2,34,193664.2,23,0,3,Mid,30391.92,29.74
D0096,Diabetrol,Oncology,Biosimilar,2021,LATAM,08-2022,186,186.85,174.2,413.67,456.08,44,Tier 3,59,171249.12,23,2,4,High,34754.1,18.45
D0152,ArthroAid,Diabetes,Small Molecule,2007,Europe,08-2022,201,362.13,191.06,442.3,242.98,48,Tier 2,50,177189.88,28,0,6,Mid,72788.13,30.97
D0151,Immunexa,Cardiology,Biosimilar,2014,APAC,08-2022,212,286.4,142.95,431.46,223.59,44,Tier 1,41,97402.3,35,0,2,High,60716.799999999996,26.77
D0190,Cardiolax,Immunology,Biologic,2010,LATAM,08-2022,174,454.01,142.21,200.03,427.88,50,Tier 3,56,128523.38,34,2,7,Low,78997.74,15.72
D0037,ArthroAid,Neurology,Biosimilar,2008,APAC,08-2022,210,309.04,475.45,241.76,169.75,74,Tier 3,49,81585.87,31,0,8,Low,64898.4,33.71
D0012,Immunexa,Oncology,Biosimilar,2006,APAC,08-2022,215,256.65,325.02,25.95,412.38,66,Tier 1,60,24765.28,32,0,5,Low,55179.74999999999,25.69
D0113,OncoCure,Cardiology,Small Molecule,2012,North America,08-2022,226,397.16,94.83,211.71,78.69,43,Tier 1,47,86203.17,28,0,6,High,89758.16,18.77
D0183,Pulmofix,Diabetes,Biosimilar,2001,LATAM,08-2022,174,474.82,366.68,241.0,107.74,49,Tier 2,51,122856.34,21,0,3,High,82618.68,27.49
D0013,ArthroAid,Dermatology,Biosimilar,2007,Europe,08-2022,204,190.81,366.57,455.35,476.4,78,Tier 1,46,64557.41,28,0,6,High,38925.24,32.69
D0023,OncoCure,Pulmonology,Biosimilar,2006,APAC,08-2022,196,139.94,339.91,449.11,424.37,72,Tier 1,51,171110.61,30,0,6,High,27428.239999999998,28.87
D0099,Pulmofix,Dermatology,Biosimilar,2011,Europe,09-2022,188,315.78,84.67,483.73,206.19,98,Tier 3,45,38709.03,38,0,5,High,59366.63999999999,61.84
D0105,Dermasol,Dermatology,Biologic,2018,North America,09-2022,208,259.46,215.84,444.85,326.46,77,Tier 2,51,79754.53,33,0,8,Mid,53967.67999999999,30.72
D0030,Dermasol,Oncology,Small Molecule,2006,North America,09-2022,200,494.81,71.24,23.94,472.63,47,Tier 1,47,33731.74,29,0,7,High,98962.0,17.44
D0017,Pulmofix,Rheumatology,Small Molecule,2009,LATAM,09-2022,210,241.93,411.98,327.9,121.69,88,Tier 3,56,86918.11,26,0,5,Mid,50805.3,56.0
D0113,ArthroAid,Rheumatology,Biologic,2015,North America,09-2022,221,55.68,334.48,52.75,48.33,63,Tier 1,64,17535.65,23,0,2,High,12305.28,18.33
D0062,Diabetrol,Diabetes,Biosimilar,2002,North America,09-2022,186,489.14,263.46,150.85,277.98,78,Tier 1,68,61784.39,33,0,2,High,90980.04,46.73
D0084,Immunexa,Neurology,Biologic,2009,Europe,09-2022,196,424.92,184.65,297.59,88.45,72,Tier 1,47,86139.7,35,0,9,High,83284.32,20.87
D0112,Cardiolax,Rheumatology,Biosimilar,2005,North America,09-2022,203,105.56,108.44,356.29,109.91,80,Tier 1,48,100851.42,28,0,4,High,21428.68,28.27
D0086,Cardiolax,Dermatology,Biologic,2017,North America,09-2022,183,454.21,71.09,334.22,447.94,82,Tier 2,41,113302.31,25,0,5,Low,83120.43,51.84
D0141,Neuroxin,Rheumatology,Small Molecule,2017,APAC,09-2022,210,183.52,485.24,43.55,23.55,58,Tier 3,53,62248.31,20,0,11,Low,38539.200000000004,56.76
D0187,Pulmofix,Dermatology,Small Molecule,2004,North America,09-2022,194,201.01,115.83,69.73,412.07,41,Tier 3,55,109377.85,32,0,3,Mid,38995.939999999995,26.32
D0019,Cardiolax,Immunology,Small Molecule,2020,APAC,09-2022,195,455.07,48.74,81.72,268.14,94,Tier 1,43,106710.88,32,2,3,Mid,88738.65,32.07
D0177,ArthroAid,Oncology,Biosimilar,2006,North America,09-2022,192,274.46,481.6,63.88,288.46,50,Tier 3,43,70073.83,28,0,4,High,52696.31999999999,24.81
D0100,Diabetrol,Oncology,Biosimilar,2001,North America,09-2022,227,86.13,283.5,105.55,342.45,74,Tier 1,57,167738.06,25,0,3,High,19551.51,39.82
D0140,Pulmofix,Neurology,Biologic,2010,LATAM,09-2022,213,197.15,402.4,350.47,227.09,56,Tier 3,41,113671.81,27,0,6,High,41992.950000000004,18.8
D0189,Diabetrol,Rheumatology,Biologic,2012,LATAM,09-2022,206,366.61,41.01,418.8,75.49,81,Tier 2,43,73131.25,27,0,7,High,75521.66,25.06
D0147,ArthroAid,Rheumatology,Small Molecule,2022,APAC,09-2022,203,103.61,292.13,216.23,69.35,42,Tier 2,50,189994.32,26,1,2,Low,21032.829999999998,30.21
D0076,Cardiolax,Pulmonology,Biosimilar,2004,North America,09-2022,201,303.31,211.14,352.54,382.09,61,Tier 3,58,170571.36,31,0,4,Mid,60965.31,32.58
D0009,Cardiolax,Cardiology,Biologic,2005,Europe,09-2022,165,353.73,390.54,116.01,126.1,74,Tier 1,59,196691.68,36,1,3,Mid,58365.450000000004,57.89
D0199,Neuroxin,Immunology,Biosimilar,2013,LATAM,09-2022,219,185.05,38.44,487.17,33.49,60,Tier 1,51,141524.44,38,0,5,Mid,40525.950000000004,21.56
D0028,Cardiolax,Oncology,Biosimilar,2011,Europe,09-2022,201,353.06,212.81,188.0,490.21,64,Tier 1,52,81862.35,28,0,7,Low,70965.06,19.69
D0128,Pulmofix,Immunology,Small Molecule,2003,LATAM,09-2022,191,444.42,403.56,426.02,490.59,78,Tier 1,55,63363.53,31,0,5,High,84884.22,36.66
D0052,ArthroAid,Oncology,Small Molecule,2022,LATAM,09-2022,187,246.62,270.89,473.78,201.51,41,Tier 2,57,136030.39,32,0,4,Low,46117.94,23.03
D0083,Dermasol,Immunology,Biosimilar,2005,North America,09-2022,214,203.8,284.02,435.06,32.25,40,Tier 1,48,196355.15,29,0,5,Low,43613.200000000004,18.18
D0111,ArthroAid,Diabetes,Biosimilar,2009,LATAM,09-2022,191,140.56,66.64,52.19,369.09,46,Tier 1,45,129075.87,29,0,7,Mid,26846.96,21.68
D0144,Pulmofix,Dermatology,Biosimilar,2017,Europe,09-2022,199,310.02,83.52,332.15,418.89,59,Tier 1,63,177506.84,37,0,6,Low,61693.979999999996,25.95
D0117,Pulmofix,Oncology,Biosimilar,2014,LATAM,09-2022,194,442.33,344.96,77.64,80.01,82,Tier 1,42,72529.65,30,0,3,Mid,85812.02,19.66
D0069,Neuroxin,Immunology,Small Molecule,2007,APAC,09-2022,195,175.84,344.02,22.72,85.02,94,Tier 2,55,87321.22,27,0,6,Low,34288.8,52.42
D0099,Neuroxin,Rheumatology,Biologic,2008,North America,09-2022,150,210.19,489.97,44.86,414.67,45,Tier 3,59,182192.3,34,0,5,Mid,31528.5,14.18
D0140,Cardiolax,Cardiology,Small Molecule,2004,North America,09-2022,188,215.18,361.74,459.75,462.52,94,Tier 3,60,153804.67,41,0,4,Mid,40453.840000000004,17.55
D0025,OncoCure,Diabetes,Biologic,2009,APAC,10-2022,217,289.19,256.76,456.06,399.56,75,Tier 1,36,196467.96,38,0,2,High,62754.229999999996,24.69
D0180,ArthroAid,Diabetes,Biosimilar,2019,APAC,10-2022,190,129.64,431.52,128.4,116.36,90,Tier 1,45,157205.2,32,0,5,Mid,24631.6,17.96
D0123,ArthroAid,Cardiology,Biologic,2005,APAC,10-2022,188,414.66,70.15,282.59,217.53,99,Tier 3,67,95217.98,26,0,5,Low,77956.08,17.17
D0053,OncoCure,Immunology,Small Molecule,2015,LATAM,10-2022,200,161.89,235.66,478.41,308.4,60,Tier 2,60,110902.92,27,0,5,Mid,32377.999999999996,24.13
D0151,Neuroxin,Rheumatology,Small Molecule,2002,North America,10-2022,187,358.57,157.81,258.42,96.94,90,Tier 2,54,181097.94,27,0,3,Low,67052.59,32.47
D0144,Cardiolax,Neurology,Biosimilar,2009,APAC,10-2022,209,266.34,70.23,208.92,121.09,85,Tier 2,53,114812.88,29,2,6,Mid,55665.06,39.73
D0057,OncoCure,Cardiology,Small Molecule,2010,LATAM,10-2022,199,301.23,386.48,251.96,155.79,74,Tier 2,44,58525.5,29,1,5,High,59944.770000000004,50.0
D0039,Cardiolax,Immunology,Biosimilar,2010,APAC,10-2022,220,106.21,265.18,399.3,264.57,75,Tier 2,66,92767.76,24,0,5,High,23366.199999999997,47.01
